grid_id,lat,lng,crime_count,women_crime,children_crime,population,atm_count,market_density,lighting_index,police_patrol,risk_label,area
272,28.743042597590584,77.31927810547997,1,0,0,887,4,2,0.6216395222209616,4,0,Wave City
273,28.62056908237545,77.32705792662176,0,0,0,1056,4,4,0.799842654879795,4,0,Indirapuram
274,28.73267167717601,77.34450778167297,2,0,0,2572,9,4,0.2416732839931292,3,0,Wave City
275,28.64512292993301,77.45561484466624,4,0,0,3986,9,2,0.2196112630332155,2,0,Kavi Nagar
276,28.72836275307604,77.32555019713732,16,2,0,4878,1,0,0.4372059854688839,2,1,Wave City
277,28.72721281700276,77.45781024283436,15,2,0,3832,2,2,0.6820125274475748,4,1,Pratap Vihar
278,28.730381248486516,77.39949959564761,1,0,0,3468,3,3,0.7728327586625694,4,0,Mohan Nagar
279,28.638506854570068,77.47715838461373,3,0,0,1928,0,2,0.2883904111341825,4,0,Kavi Nagar
280,28.74985913163481,77.36077989964824,3,0,0,4623,9,3,0.8896496035519048,1,0,Mohan Nagar
281,28.648522656385893,77.39340728370306,12,1,0,3726,5,2,0.2919805460387972,1,1,Muradnagar
282,28.72407550390398,77.41107497221341,2,0,0,2647,7,0,0.83792226354877,1,0,Rajendra Nagar
283,28.6702160581724,77.48983977569927,0,0,0,2943,3,4,0.6075614731379493,4,0,Kavi Nagar
284,28.732121165664623,77.31060504662088,16,1,0,2941,1,3,0.830156389627613,1,1,Wave City
285,28.696816299835955,77.46452833593304,1,0,0,2508,9,3,0.5962883474135581,1,0,Nehru Nagar
286,28.6656026998468,77.30305909992764,1,0,0,2735,2,0,0.8322965117299475,3,0,Loni
287,28.70870798168105,77.31177178105814,1,0,0,2325,7,3,0.2305421346365516,3,0,Crossings Republik
288,28.67981667840121,77.35452110594618,17,2,0,1461,8,4,0.9954875454932706,4,1,Govindpuram
289,28.72889978468744,77.42175681517696,5,0,0,4459,2,4,0.3279448511971899,0,1,Rajendra Nagar
290,28.678120249298384,77.3969939780674,0,0,0,4441,7,0,0.2557123940126131,1,0,Govindpuram
291,28.628239269522528,77.3882368474696,3,0,0,696,6,0,0.3303575282253638,3,0,Vaishali
292,28.716735645348155,77.32138170513505,0,0,0,2924,9,0,0.5047574356997335,4,0,Wave City
293,28.707509618849585,77.37236479064745,12,1,0,2218,0,2,0.6178143985478082,2,1,Govindpuram
294,28.715611240256266,77.45962613386521,3,0,1,4396,0,4,0.7469106953798474,4,0,Pratap Vihar
295,28.62015179161374,77.36799577827047,1,0,0,1223,4,2,0.6730088632267073,4,0,Vaishali
296,28.61280896133682,77.372820085004,2,0,0,1327,4,2,0.5283950746124662,4,0,Vaishali
297,28.61938282444193,77.38369378513893,5,0,0,2509,5,4,0.9047059874971152,2,1,Vaishali
298,28.663353375381263,77.32011924083568,2,0,0,4315,3,3,0.3124185953789662,0,0,Loni
299,28.62982513426396,77.48283513471465,10,1,0,3332,8,4,0.9651757939394644,4,1,Raj Nagar
300,28.74091358393082,77.31629602442341,1,0,0,2200,8,1,0.9845040798663414,4,0,Wave City
301,28.629733084276392,77.35857611527393,1,0,0,815,6,2,0.9502695400257946,1,0,Vaishali
302,28.74527898191013,77.47633886687967,1,0,0,1763,2,2,0.390102898159248,0,0,Pratap Vihar
303,28.602984265803705,77.40034722756285,2,0,0,1818,2,3,0.9866868563666896,0,0,Kaushambi
304,28.67235368748381,77.31216160279678,4,0,0,4704,0,1,0.5020881083545221,0,0,Loni
305,28.74965037956441,77.30501266816786,0,0,0,3546,8,0,0.923111008527464,1,0,Wave City
306,28.66388958562688,77.32300431723172,1,0,0,4932,6,3,0.7079542084526744,3,0,Loni
307,28.602235051715063,77.35241058736256,1,0,0,2847,3,3,0.2587601373983918,1,0,Vaishali
308,28.6909279177441,77.33228376399053,1,0,0,3437,9,2,0.4181374924704337,2,0,Crossings Republik
309,28.678819520221197,77.30693904159136,3,0,0,4604,0,0,0.8625916692369133,3,0,Crossings Republik
310,28.658875860284837,77.49956030028989,1,0,0,2006,0,3,0.7150411036189204,4,0,Kavi Nagar
311,28.705175923795927,77.42871577425032,0,0,0,3099,4,0,0.7308564009911176,4,0,Shastri Nagar
312,28.62068888997103,77.45400161654067,0,0,0,4569,4,4,0.4771372405567003,0,0,Raj Nagar
313,28.67565263480601,77.39657118442702,2,0,0,1414,3,2,0.4552417363657794,3,0,Govindpuram
314,28.70055835712772,77.4373233015127,0,0,0,2317,8,4,0.4184617545193577,3,0,Shastri Nagar
315,28.676085786978103,77.30712019783934,0,0,0,2809,1,4,0.6249257055523261,3,0,Crossings Republik
316,28.739362767587423,77.3820584912148,0,0,0,2907,4,4,0.6083151591124885,2,0,Mohan Nagar
317,28.676250367244496,77.34698142278434,0,0,0,1943,4,2,0.4766644931306439,3,0,Crossings Republik
318,28.61604417891928,77.30121549278306,3,0,0,4326,0,3,0.948384574895867,2,0,Indirapuram
319,28.727106700926686,77.34655056378963,2,0,0,1345,3,4,0.7428356871476869,4,0,Wave City
320,28.7215984141986,77.44385675236244,4,0,0,1054,7,1,0.6004798426099534,2,0,Rajendra Nagar
321,28.680279996285336,77.47472091860735,1,0,0,2103,3,1,0.8526825947105179,1,0,Nehru Nagar
322,28.637966603507927,77.31172488440328,2,0,0,2660,1,4,0.5916953869205452,0,0,Loni
323,28.610196911789465,77.46612383386685,3,0,0,3685,2,4,0.433713681030298,1,0,Raj Nagar
324,28.72444364018745,77.40976483283904,9,2,0,863,4,3,0.6697210953170669,0,1,Rajendra Nagar
325,28.621503378738023,77.44493069795385,2,0,0,1780,1,4,0.7876769455000525,0,0,Kaushambi
326,28.611225278817457,77.30652987319687,1,0,1,1417,2,2,0.3592398879699878,3,0,Indirapuram
327,28.63626627467629,77.41669882289287,0,0,0,4030,7,3,0.9698893269387764,4,0,Kaushambi
328,28.62439917901653,77.42800622896853,0,0,0,3304,3,3,0.9568747728897428,1,0,Kaushambi
329,28.70624047588377,77.46837211849383,1,0,0,2837,2,4,0.8456614100796715,3,0,Nehru Nagar
330,28.737287043346903,77.33845763881943,1,0,0,2771,8,3,0.4818441638476797,4,0,Wave City
331,28.72367395496568,77.35946475100786,2,0,0,4637,3,0,0.8325597786524939,2,0,Mohan Nagar
332,28.685117186372608,77.39358987956862,13,1,0,1441,8,0,0.9760290213028368,4,1,Govindpuram
333,28.602353257791677,77.46869703842793,0,0,0,1150,3,1,0.8930242498014658,2,0,Raj Nagar
334,28.651594764283637,77.43853363588389,2,0,0,1690,1,2,0.9152194760741484,1,0,Modinagar
335,28.675164340748854,77.48038557461665,1,0,0,925,3,3,0.6850704946484019,0,0,Nehru Nagar
336,28.65006239658336,77.41845031176908,9,1,0,4566,5,3,0.2370151953824407,4,1,Modinagar
337,28.74932011007765,77.3475716245131,1,0,0,4355,8,4,0.4106541797106066,1,0,Wave City
338,28.68711675212488,77.4634633947081,3,1,0,1293,7,3,0.8719965072679616,3,0,Nehru Nagar
339,28.71791232677746,77.46601980413261,2,0,0,2393,7,1,0.5382269008406597,4,0,Pratap Vihar
340,28.671174713780267,77.42396546417427,1,0,0,662,3,4,0.9381028206496724,1,0,Modinagar
341,28.66950508309746,77.30719567361297,6,1,0,4371,4,2,0.7735518383329254,2,1,Loni
342,28.6754798851005,77.46063273415726,0,0,0,3094,9,4,0.6865367714305028,4,0,Nehru Nagar
343,28.6484608964347,77.35854854067709,1,0,0,2663,2,0,0.2841854470150839,4,0,Muradnagar
344,28.64945064347169,77.31978887820472,10,3,0,3251,2,1,0.9039746248081604,0,1,Loni
345,28.74285274741809,77.3499198734408,0,0,0,4975,9,4,0.3265837890023992,2,0,Wave City
346,28.66485628095436,77.42106011978127,1,0,0,3328,7,0,0.7299573009887168,3,0,Modinagar
347,28.73437285832215,77.39518233665395,2,0,0,1940,6,0,0.7556715418279707,3,0,Mohan Nagar
348,28.649350090327506,77.44114403269157,0,0,0,1107,8,1,0.4761422598546777,4,0,Modinagar
349,28.6928474216431,77.44200259989275,9,1,0,3987,3,4,0.4678979532484625,2,1,Shastri Nagar
350,28.658953339642625,77.3453014299228,2,0,0,2581,4,0,0.9051910507863145,3,0,Loni
351,28.67874519533567,77.49129530975692,1,0,0,4511,0,0,0.3283597592675983,1,0,Nehru Nagar
352,28.641211439377425,77.4576330246734,0,0,0,4494,3,3,0.5836618174687132,4,0,Kavi Nagar
353,28.646212898727256,77.37776617870472,1,0,0,4466,9,2,0.931442417647155,2,0,Muradnagar
354,28.68862028225937,77.4954759968854,13,2,0,3558,7,4,0.5330604709587745,4,1,Nehru Nagar
355,28.632674424393976,77.31571168579683,10,2,0,619,7,1,0.6965946137230752,4,1,Indirapuram
356,28.67230674511716,77.37149643263078,10,3,0,2097,8,4,0.4308427479602716,1,1,Muradnagar
357,28.71664519583668,77.33934705619836,2,0,0,4180,3,3,0.4052199037973915,0,0,Wave City
358,28.7488500000691,77.36292031480127,1,0,0,1651,9,3,0.8015419715743697,0,0,Mohan Nagar
359,28.70556688598018,77.31381372971273,0,1,0,4997,5,1,0.279332647978505,1,0,Crossings Republik
360,28.66621300447516,77.49869920965037,1,0,0,4480,3,1,0.9015396562517028,4,0,Kavi Nagar
361,28.724172871342397,77.3783647428131,2,0,0,4138,1,4,0.3340613662875455,0,0,Mohan Nagar
362,28.67265905781409,77.31781380097208,3,0,0,4128,8,2,0.5360988190651881,0,0,Loni
363,28.72086104985756,77.49774936571761,2,2,0,3547,5,0,0.3979657503190443,1,0,Pratap Vihar
364,28.657722159576945,77.49159701937857,4,2,0,3139,6,0,0.4063713332619888,4,0,Kavi Nagar
365,28.664156182492416,77.39963857347915,0,0,0,3095,2,2,0.7376058935935552,4,0,Muradnagar
366,28.69986150424552,77.45615220698893,1,2,0,3527,9,1,0.7615685603741911,3,0,Nehru Nagar
367,28.70293871793999,77.38848747629501,1,0,0,572,9,0,0.962782375024714,4,0,Govindpuram
368,28.71357597767641,77.31722488431299,3,0,1,4559,6,2,0.7037260353586443,0,0,Wave City
369,28.682867491640888,77.48078647211739,0,0,0,4213,5,2,0.5167608233859957,1,0,Nehru Nagar
370,28.688394702026407,77.33314898504865,1,0,0,2695,8,3,0.6834551143716385,3,0,Crossings Republik
371,28.684645762680383,77.37704582639708,0,0,0,3464,3,0,0.6933244281480697,2,0,Govindpuram
372,28.7238810682363,77.44945508412015,0,0,0,4944,4,2,0.6279503803655049,3,0,Rajendra Nagar
373,28.705367520719765,77.40973588840282,1,0,0,4179,1,1,0.9669120390166012,4,0,Shastri Nagar
374,28.67708844945537,77.49578361358962,4,0,0,683,1,2,0.8303960742587149,4,0,Nehru Nagar
375,28.71702001161726,77.31352421671261,1,0,0,3992,9,4,0.8351792710195489,1,0,Wave City
376,28.67425514862432,77.35633671247396,3,0,0,590,6,1,0.6648784500937073,4,0,Muradnagar
377,28.63065299400656,77.32809388617103,3,0,0,2797,8,3,0.5201869268321542,0,0,Indirapuram
378,28.69795437723744,77.35670035723703,1,0,0,3489,7,0,0.6633275994805722,4,0,Govindpuram
379,28.71147010481788,77.31251312142733,8,2,0,3530,3,1,0.6111954656192637,0,1,Crossings Republik
380,28.661850157162625,77.34469204181181,2,0,0,3597,0,1,0.9915428264579642,4,0,Loni
381,28.626472429699152,77.38436474817239,2,2,0,4125,3,0,0.5661674537477686,4,0,Vaishali
382,28.70831589304745,77.3695625856346,2,0,0,2865,5,0,0.4846420650362941,2,0,Govindpuram
383,28.73516078481857,77.36956963176223,0,0,0,1092,0,0,0.3060873038462993,3,0,Mohan Nagar
384,28.695714809750196,77.31276684072283,0,0,0,2229,2,1,0.4240921822734107,2,0,Crossings Republik
385,28.677495960295737,77.4431638664104,3,0,0,1589,4,3,0.9167826938845196,1,0,Shastri Nagar
386,28.66519885788636,77.41607575879075,7,2,0,3792,4,2,0.3181269615016189,3,1,Modinagar
387,28.7047999151201,77.43073294378645,3,0,0,4558,9,2,0.8052694906628051,4,0,Shastri Nagar
388,28.651655519790488,77.36351356537664,5,0,0,845,5,0,0.4802908998471493,3,1,Muradnagar
389,28.61867954983092,77.4938266819212,1,0,0,1324,4,3,0.5898643701537656,1,0,Raj Nagar
390,28.65529271750185,77.47147848580195,2,0,0,4124,8,4,0.4900251211635313,3,0,Kavi Nagar
391,28.699679386482,77.41866669150978,2,0,0,3978,2,3,0.7855903317164208,3,0,Shastri Nagar
392,28.66787104551293,77.39669839348106,2,2,0,509,5,1,0.9453999500623368,3,0,Muradnagar
393,28.64726067813256,77.37058057346658,8,2,1,2249,6,2,0.357225747101745,2,1,Muradnagar
394,28.635907306372005,77.43466569695141,0,0,0,4949,6,3,0.9140319037758372,3,0,Kaushambi
395,28.72164288867234,77.37535862705111,1,0,0,3146,1,3,0.3637142873991603,4,0,Mohan Nagar
396,28.65481914738399,77.3082628278606,3,0,0,3698,2,3,0.2586034197976588,2,0,Loni
397,28.65114279453123,77.39268958575164,3,0,0,4253,1,1,0.2606916476743008,2,0,Muradnagar
398,28.64922338116824,77.33648388143533,3,0,0,3622,3,0,0.2459244856331633,4,0,Loni
399,28.60473088771062,77.39760117713752,1,0,0,4393,1,3,0.4532794584778345,0,0,Vaishali
400,28.60624835378727,77.40072672465026,1,0,0,3389,3,3,0.4876154363377358,2,0,Kaushambi
401,28.69629232940213,77.30018420708507,2,0,0,4629,7,1,0.9286065020519974,3,0,Crossings Republik
402,28.734373949367683,77.41280706626279,1,0,0,3085,2,3,0.7139435658458404,2,0,Rajendra Nagar
403,28.6053440481872,77.4995226927328,1,0,0,2115,5,0,0.4179706628238369,3,0,Raj Nagar
404,28.68052837060697,77.46582921764858,5,2,0,1132,1,4,0.2157443913795846,2,1,Nehru Nagar
405,28.60126863883447,77.36308841739233,3,0,0,2628,6,0,0.7519591047037879,1,0,Vaishali
406,28.71268924825976,77.33250426948203,4,2,0,3165,5,4,0.6168231056585782,2,0,Wave City
407,28.70511785342863,77.38206453355289,0,0,0,1331,8,0,0.4393958841778586,4,0,Govindpuram
408,28.63695214968863,77.43500879189321,5,0,0,4533,9,1,0.4925743431735254,1,1,Kaushambi
409,28.67125419596983,77.41551196220773,14,2,0,4403,2,4,0.3749942879012797,3,1,Modinagar
410,28.742728391856367,77.32789189455339,1,0,0,2067,9,1,0.514552417721428,0,0,Wave City
411,28.638665859936456,77.46218572898425,2,0,0,744,0,2,0.2500447419217324,4,0,Kavi Nagar
412,28.6848446421843,77.33849498222548,2,0,0,2965,0,1,0.3823106281302947,2,0,Crossings Republik
413,28.682522252444542,77.43346454725555,2,0,0,778,0,2,0.7061916896266469,3,0,Shastri Nagar
414,28.631834597383538,77.34241990085597,1,0,0,2642,1,2,0.5377047376861417,3,0,Indirapuram
415,28.66235649383031,77.35601719467864,2,0,0,3450,9,4,0.4679236270777726,3,0,Muradnagar
416,28.623968874873377,77.46391838593073,3,0,0,4106,6,0,0.997487827398812,2,0,Raj Nagar
417,28.609584438598645,77.47999042323318,1,0,0,2882,7,4,0.5890871318768804,0,0,Raj Nagar
418,28.622980120011476,77.48484021453208,4,0,0,1907,9,0,0.9742924779161412,2,0,Raj Nagar
419,28.70815935855812,77.42514519539922,2,0,0,1228,1,1,0.9778142921609656,0,0,Shastri Nagar
420,28.72851958800726,77.47576853760593,2,0,0,1951,6,3,0.2928972182525519,2,0,Pratap Vihar
421,28.68150990955114,77.41795332611103,1,0,0,4922,7,4,0.8126259897458137,3,0,Shastri Nagar
422,28.636367020889416,77.48395556159835,0,0,0,1167,6,1,0.4080176607476098,4,0,Raj Nagar
423,28.702909841374755,77.36861656541194,1,0,0,1434,8,3,0.6256776105360766,1,0,Govindpuram
424,28.685892061868227,77.33251408221852,3,0,0,4623,8,3,0.365324562117059,3,0,Crossings Republik
425,28.600670225198947,77.49486366474875,3,0,0,3937,8,0,0.3399703800130885,4,0,Raj Nagar
426,28.737410668281303,77.39956714624755,1,0,0,4092,3,4,0.5234465878470071,3,0,Mohan Nagar
427,28.694210806353425,77.41940037242972,10,1,0,3091,0,1,0.926622067049092,3,1,Shastri Nagar
428,28.643387528313696,77.37753113276817,2,0,0,1517,3,0,0.4519908717207819,0,0,Muradnagar
429,28.608829694584223,77.30914092729334,0,1,0,2491,9,2,0.8399560393179155,0,0,Indirapuram
430,28.67166269867401,77.44740193483491,3,0,0,3239,0,3,0.9313432997584724,3,0,Modinagar
431,28.60365153689545,77.38598844437675,1,0,0,2241,6,0,0.7701049616197218,1,0,Vaishali
432,28.633022043806385,77.36172418896909,0,0,0,4302,3,1,0.8468314517174684,2,0,Vaishali
433,28.61447922225644,77.43572013744674,2,0,0,3812,7,2,0.5072390935986166,2,0,Kaushambi
434,28.66271270539437,77.30289674203219,0,0,0,4682,9,4,0.4911889226075206,1,0,Loni
435,28.65632448683389,77.48281359928163,13,1,0,3403,1,4,0.7633130554127541,0,1,Kavi Nagar
436,28.61132726308446,77.38327064234949,0,0,0,3450,0,1,0.8339278276889197,0,0,Vaishali
437,28.67631601931416,77.33064744759018,1,0,0,1538,8,0,0.2157072371669701,0,0,Crossings Republik
438,28.60060509870556,77.4703493848208,8,1,0,510,5,4,0.7806229143639056,0,1,Raj Nagar
439,28.68107208533405,77.44126616347987,3,2,0,2174,6,4,0.5683988725688863,4,0,Shastri Nagar
440,28.705521387301896,77.48158812113279,0,2,0,2573,7,4,0.9829078739177368,0,0,Nehru Nagar
441,28.66848820246011,77.30965767723806,2,0,0,3791,0,4,0.7651885554531848,1,0,Loni
442,28.679140807384528,77.48175552134494,0,0,0,1771,3,3,0.5937403736796845,0,0,Nehru Nagar
443,28.711568568971444,77.47090883828051,1,0,0,1773,0,4,0.7850181027723286,4,0,Nehru Nagar
444,28.71607707423041,77.41378307198173,1,0,0,4339,6,3,0.9508825676229392,3,0,Rajendra Nagar
445,28.719824783374943,77.33306599742161,10,2,0,2590,4,2,0.7046882442258346,2,1,Wave City
446,28.639910521927536,77.42060426518594,1,0,0,3158,1,1,0.6186050664394986,4,0,Modinagar
447,28.63848030257386,77.48998965533949,3,0,0,2830,8,0,0.6354380714768502,3,0,Kavi Nagar
448,28.644326026854632,77.41956335661135,0,1,0,2801,3,4,0.6570938385853937,3,0,Modinagar
449,28.739463504660588,77.4289240420053,2,0,0,945,8,4,0.7288212094789859,0,0,Rajendra Nagar
450,28.631670075631423,77.4525118590997,13,1,0,1647,0,2,0.2388842343191943,1,1,Raj Nagar
451,28.674624038084172,77.38696513592193,1,0,0,2543,6,0,0.8478236359249289,1,0,Muradnagar
452,28.721456238211857,77.41097790069469,15,2,0,4748,1,2,0.658672149421287,2,1,Rajendra Nagar
453,28.615191818674173,77.47788426027017,0,0,0,3712,2,3,0.2713573397903019,2,0,Raj Nagar
454,28.700175299089672,77.4168908383339,0,0,0,2806,1,3,0.8418028731780163,3,0,Shastri Nagar
455,28.700539030091488,77.49954278060562,1,0,0,2096,5,1,0.3351116073419417,4,0,Nehru Nagar
456,28.72493312722187,77.35722980550536,1,0,0,3539,7,1,0.4087732821203289,4,0,Mohan Nagar
457,28.66937402334545,77.32889258718602,3,0,0,2819,0,0,0.9607708337344476,3,0,Loni
458,28.744025862001173,77.31514080172032,1,0,0,4254,4,4,0.6199445022058976,1,0,Wave City
459,28.6093076929508,77.48204928816547,1,0,0,3977,7,3,0.6407001745480512,3,0,Raj Nagar
460,28.66964878380885,77.43760708162097,0,0,1,3716,0,2,0.898568139648702,3,0,Modinagar
461,28.67732367946432,77.30565062180406,3,0,0,1848,1,1,0.4342621471753938,3,0,Crossings Republik
462,28.729210565006596,77.40537303742235,4,0,0,3817,0,3,0.5276186994531495,1,0,Rajendra Nagar
463,28.704371345626186,77.48982790800487,14,2,0,4174,9,4,0.8589657384760314,3,1,Nehru Nagar
464,28.69935385898768,77.33338356207088,1,0,0,2544,0,2,0.4086999131810517,4,0,Crossings Republik
465,28.678453458305647,77.44856848962726,2,0,0,937,9,1,0.7450907320898288,2,0,Shastri Nagar
466,28.609174796556577,77.3964452575067,6,1,0,2281,7,1,0.6187741971058284,2,1,Vaishali
467,28.709845377761063,77.48959442611466,11,1,0,1189,4,1,0.7026829703703281,3,1,Nehru Nagar
468,28.70727782168821,77.40598473175733,0,0,0,4515,7,4,0.6485319220972064,2,0,Shastri Nagar
469,28.70430593109067,77.46839551138144,2,0,0,3408,4,2,0.348220896530632,2,0,Nehru Nagar
470,28.657299932073773,77.3389011075461,1,0,1,636,9,3,0.5816825434348015,1,0,Loni
471,28.64774069608048,77.32383760459385,2,0,0,2353,0,3,0.5686406020456329,4,0,Loni
472,28.690616928856787,77.41400713817693,2,0,0,1890,8,4,0.7947369244296907,2,0,Shastri Nagar
473,28.667347140732883,77.44540936037632,7,1,0,3795,6,4,0.4807905034199273,0,1,Modinagar
474,28.693255326448305,77.48372690460118,1,0,0,3140,5,1,0.765191054119007,1,0,Nehru Nagar
475,28.731803155011388,77.34978990772397,2,0,0,1321,7,3,0.406913787039992,4,0,Wave City
476,28.74622166754231,77.37354268491926,1,0,0,1878,5,4,0.8587375864862254,3,0,Mohan Nagar
477,28.7309639655908,77.30702866350305,3,0,0,1308,5,2,0.8238885948461137,2,0,Wave City
478,28.66573780863096,77.45038875819586,2,0,0,1087,3,4,0.6311685698027472,4,0,Kavi Nagar
479,28.62869300530719,77.31843255434786,12,2,0,2377,0,4,0.3550493848180071,2,1,Indirapuram
480,28.636323861959813,77.41696384840827,0,0,0,4662,4,3,0.908725813824337,0,0,Kaushambi
481,28.741135566448968,77.39792778718045,1,0,0,4982,3,3,0.9554484633883988,2,0,Mohan Nagar
482,28.700204035125207,77.34361951885202,0,0,0,852,3,0,0.9032939454460396,0,0,Crossings Republik
483,28.726660266120497,77.4849419309766,1,0,0,503,5,0,0.6501872230256576,0,0,Pratap Vihar
484,28.74802978607698,77.36036383109206,0,0,0,2846,4,4,0.3725482622832055,2,0,Mohan Nagar
485,28.640622331765726,77.41329665000961,6,2,0,733,6,1,0.5532868793633929,4,1,Modinagar
486,28.745179606535405,77.34668901823989,8,2,0,3709,8,3,0.9480100763341508,1,1,Wave City
487,28.630947820319843,77.34318564681098,1,0,0,1401,3,1,0.69473043587961,0,0,Indirapuram
488,28.63133443117385,77.46163446869552,2,2,0,1765,1,1,0.76702487268912,2,0,Raj Nagar
489,28.64488249376692,77.39019917163786,1,0,0,4203,4,2,0.7987770243296288,4,0,Muradnagar
490,28.62358281708478,77.31269854858286,2,0,0,3302,4,3,0.884649112587159,2,0,Indirapuram
491,28.64479990761125,77.31893238191552,0,0,0,2277,3,0,0.7905614905676079,4,0,Loni
492,28.647506215777263,77.45819965026806,3,0,0,864,9,1,0.9687290731987696,4,0,Kavi Nagar
493,28.739826225018145,77.37513866337103,3,0,0,1262,8,4,0.7358455716192187,1,0,Mohan Nagar
494,28.72320009031484,77.37700078313854,1,0,0,1516,7,3,0.3106576183863855,4,0,Mohan Nagar
495,28.713444339418167,77.4736369694154,2,0,1,1221,7,0,0.970277488424728,0,0,Pratap Vihar
496,28.73547814349953,77.39692340990916,3,0,0,524,6,4,0.4038481503119362,1,0,Mohan Nagar
497,28.66650324478102,77.39616576267952,0,0,0,4465,3,0,0.6332631963213187,4,0,Muradnagar
498,28.74911010688112,77.43611355338349,3,0,0,713,4,1,0.4801993761651508,0,0,Rajendra Nagar
499,28.724703022873893,77.32532263487303,1,0,0,3959,7,4,0.2089560360693564,1,0,Wave City
500,28.749908442229227,77.43773924982453,3,0,0,4263,9,0,0.8445834665039953,0,0,Rajendra Nagar
501,28.66628197529953,77.39487243962198,2,0,0,2278,6,3,0.2737976646022479,2,0,Muradnagar
502,28.636699148837085,77.3319241083262,1,0,0,3259,0,3,0.7080439145761934,4,0,Indirapuram
503,28.74786136355957,77.49631612382314,5,0,0,2324,8,2,0.5420187203358303,3,1,Pratap Vihar
504,28.67907758329702,77.37505864548828,3,0,0,2500,8,2,0.4059086464998351,0,0,Govindpuram
505,28.69635102953061,77.45710769261929,3,0,0,664,9,0,0.39271876837856,3,0,Nehru Nagar
506,28.66754580307369,77.42753539796348,0,0,0,563,6,4,0.73020134836484,3,0,Modinagar
507,28.722636660945746,77.46971885015577,1,0,0,2259,8,4,0.8473139815674433,0,0,Pratap Vihar
508,28.647672754802468,77.44235059221718,16,2,0,4290,5,1,0.2773402615036911,1,1,Modinagar
509,28.63820486052737,77.45925392685483,0,0,0,3385,8,4,0.5357881950522221,3,0,Kavi Nagar
510,28.61788865748958,77.31467528452295,1,0,0,1317,9,3,0.9203254512650278,2,0,Indirapuram
511,28.647921259738798,77.416077424529,1,0,0,1133,3,0,0.817093816408063,0,0,Modinagar
512,28.66706365304168,77.34526557403063,0,0,0,951,9,2,0.2735643607912178,1,0,Loni
513,28.623149997558148,77.31541163508659,5,0,0,3468,7,0,0.6479046496497802,0,1,Indirapuram
514,28.68795648515928,77.45020713496126,12,2,0,2896,7,2,0.5193287113283316,0,1,Nehru Nagar
515,28.74211121690791,77.4781678151293,2,0,0,4194,0,4,0.714543503001605,3,0,Pratap Vihar
516,28.652813190548382,77.40207129942563,3,0,0,1374,4,1,0.4750452662381301,1,0,Modinagar
517,28.61312159527961,77.4932064327766,0,0,0,1719,9,4,0.783608435241218,3,0,Raj Nagar
518,28.737775163797547,77.41261402583584,5,1,0,2201,4,3,0.9295345416865683,4,1,Rajendra Nagar
519,28.68032354397536,77.3277885203784,9,1,0,1770,3,0,0.7775620711181881,2,1,Crossings Republik
520,28.664273006413232,77.31211650677648,2,0,0,1273,4,3,0.850293663434758,0,0,Loni
521,28.63950549134941,77.35498654768925,3,0,0,1922,8,4,0.9967200859940302,2,0,Muradnagar
522,28.73197573960038,77.44315853652806,1,0,0,1145,1,3,0.9697978448220697,0,0,Rajendra Nagar
523,28.720055524169812,77.41062698921496,1,0,0,1838,8,2,0.4742518925651129,4,0,Rajendra Nagar
524,28.624683541301696,77.43958819333034,1,0,0,4701,0,2,0.9298042716822524,3,0,Kaushambi
525,28.61234818786677,77.44804605217055,1,0,0,4131,6,1,0.6336938204067952,0,0,Kaushambi
526,28.62933001895149,77.37915831629175,1,0,0,3259,9,3,0.6681147736745543,0,0,Vaishali
527,28.70796055005773,77.3935471225892,1,0,0,4381,4,0,0.8792401167003738,4,0,Govindpuram
528,28.74155044227616,77.48927158156054,1,0,0,3533,5,4,0.7164919680004913,1,0,Pratap Vihar
529,28.66293624923634,77.46531492413757,1,0,0,1597,5,3,0.8856758257126272,3,0,Kavi Nagar
530,28.668444890361314,77.40714731788434,1,0,0,1649,0,1,0.9218272680756848,1,0,Modinagar
531,28.69373656915134,77.49157475981525,2,0,0,891,3,0,0.294959004286717,0,0,Nehru Nagar
532,28.674749768559494,77.31038324221325,14,2,0,2336,7,4,0.4032889390415601,1,1,Loni
533,28.68447313850608,77.36598385732252,0,0,0,4138,7,1,0.3259589025993697,4,0,Govindpuram
534,28.63927197706786,77.48728749443606,10,2,0,667,7,2,0.3108979704809556,0,1,Kavi Nagar
535,28.620499704924374,77.35783204264835,4,0,0,4149,7,2,0.8653992333252027,0,0,Vaishali
536,28.643158383584154,77.36276734018595,1,0,0,690,8,3,0.5366049426408181,2,0,Muradnagar
537,28.629337856430748,77.46890540377578,2,0,0,1764,5,1,0.5826941133650109,4,0,Raj Nagar
538,28.72645391333324,77.39831989233556,2,0,0,3684,9,1,0.5262135086493649,4,0,Mohan Nagar
539,28.74150832121708,77.46223260927535,1,0,0,4830,2,0,0.5818105031175863,0,0,Pratap Vihar
540,28.723684500231283,77.44906437673403,1,0,0,2932,9,2,0.6336148029756188,0,0,Rajendra Nagar
541,28.604996530083707,77.48558161442124,2,0,0,4249,4,2,0.8338976735921597,0,0,Raj Nagar
542,28.6714585447362,77.43015725462871,0,0,0,2625,6,1,0.4562961973905434,4,0,Modinagar
543,28.69229470504134,77.39860897148358,1,0,0,3139,5,1,0.7858903799514212,0,0,Govindpuram
